"죄종별","직업별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"기타 강간·강제추행등","종교가","범죄자[명]","명","","","8","9","5","5","3","2","4","-",
"기타 강간·강제추행등","언론인","범죄자[명]","명","","","","","","","-","-","1","1",
"기타 강간·강제추행등","예술인","범죄자[명]","명","","","2","2","1","","2","-","-","2",
"기타 강간·강제추행등","기타전문직","범죄자[명]","명","","","26","14","13","11","5","4","9","1",
"기타 강간·강제추행등","공무원","범죄자[명]","명","","","3","7","4","2","2","6","4","-",
"기타 강간·강제추행등","기타","범죄자[명]","명","","","648","333","162","131","97","95","144","119",
"기타 강간·강제추행등","학생","범죄자[명]","명","","","440","219","128","102","82","85","111","68",
"기타 강간·강제추행등","주부","범죄자[명]","명","","","1","2","","","1","-","-","2",
"기타 강간·강제추행등","전경.의경","범죄자[명]","명","","","1","","","","-","-","-","-",
"기타 강간·강제추행등","공익요원","범죄자[명]","명","","","12","2","5","3","1","1","1","1",
"기타 강간·강제추행등","기타","범죄자[명]","명","","","194","110","29","26","13","9","32","48",
"기타 강간·강제추행등","무직자","범죄자[명]","명","","","503","336","183","124","104","142","137","90",
"기타 강간·강제추행등","미상","범죄자[명]","명","","","85","69","14","21","9","20","29","18",
"방화","계","범죄자[명]","명","1519","1399","1386","1466","1517","1396","1286","1387","1317","1196",
"방화","자영자","범죄자[명]","명","242","209","154","161","266","208","177","215","198","168",
"방화","농.임.수산업","범죄자[명]","명","43","31","38","35","55","44","31","38","55","38",
"방화","광업","범죄자[명]","명","","1","","","","","-","-","-","-",
"방화","제조업","범죄자[명]","명","8","6","1","2","11","4","3","7","1","-",
"방화","건설업","범죄자[명]","명","27","22","13","16","22","27","14","28","20","23",
"방화","도.소매업","범죄자[명]","명","9","5","2","1","5","3","2","2","2","-",
"방화","무역업","범죄자[명]","명","","","","","1","1","-","-","-","-",
"방화","요식업","범죄자[명]","명","31","20","13","5","8","8","8","8","12","6",
"방화","숙박업","범죄자[명]","명","1","2","","","3","2","-","-","3","1",
"방화","유흥업","범죄자[명]","명","6","7","3","5","3","4","3","1","3","1",
"방화","금융업","범죄자[명]","명","1","","","","","1","-","1","-","-",
"방화","부동산업","범죄자[명]","명","2","5","3","4","4","1","1","4","4","2",
"방화","의료보건업","범죄자[명]","명","1","","","","","","1","1","-","-",
"방화","차량정비업","범죄자[명]","명","4","5","2","","6","3","2","1","1","1",
"방화","노점","범죄자[명]","명","6","3","2","","9","3","3","2","5","-",
"방화","행상","범죄자[명]","명","","2","","","2","","-","-","-","-",
"방화","기타사업","범죄자[명]","명","103","100","77","93","137","107","109","122","92","96",
"방화","피고용자","범죄자[명]","명","471","411","353","357","419","367","337","379","294","225",
"방화","교원(사립)","범죄자[명]","명","1","","","","","","-","-","-","-",
"방화","사무원","범죄자[명]","명","1","","","","1","2","1","-","-","-",
"방화","기술자","범죄자[명]","명","6","4","21","19","23","14","26","21","10","13",
"방화","점원","범죄자[명]","명","6","3","","1","3","3","3","3","1","-",
"방화","공원","범죄자[명]","명","11","4","3","5","10","3","6","5","2","1",
"방화","운전사","범죄자[명]","명","72","73","44","43","39","51","26","38","31","20",
"방화","경비원","범죄자[명]","명","10","3","1","6","1","2","4","4","4","1",
"방화","외판원","범죄자[명]","명","1","5","1","1","5","","-","-","1","-",
"방화","국공영기업체직원","범죄자[명]","명","","","","","1","1","2","-","-","-",
"방화","일반회사원","범죄자[명]","명","82","87","88","96","100","112","87","99","99","69",
"방화","금융기관직원","범죄자[명]","명","","","1","","","","-","-","-","-",
"방화","유흥업종사자","범죄자[명]","명","6","3","3","4","6","3","2","3","1","1",
"방화","요식업종사자","범죄자[명]","명","26","12","8","11","18","9","6","10","8","5",
"방화","일용노동자","범죄자[명]","명","172","154","134","114","129","103","99","113","71","54",
"방화","기타피고용자","범죄자[명]","명","77","63","49","57","83","64","75","83","66","61",
"방화","전문직","범죄자[명]","명","23","19","11","11","25","22","21","17","9","15",
"방화","의사","범죄자[명]","명","","2","1","1","","","-","-","-","2",
"방화","변호사","범죄자[명]","명","","","","","","2","-","-","-","-",
"방화","교수","범죄자[명]","명","","","","","","","-","-","-","-",
"방화","종교가","범죄자[명]","명","8","4","3","2","7","6","6","1","3","3",
"방화","언론인","범죄자[명]","명","1","","","1","","","1","-","-","1",
"방화","예술인","범죄자[명]","명","2","2","","","","2","1","2","1","1",
"방화","기타전문직","범죄자[명]","명","12","11","7","7","18","12","13","14","5","8",
"방화","공무원","범죄자[명]","명","3","2","1","5","5","5","1","6","6","3",
"방화","기타","범죄자[명]","명","780","245","309","320","182","245","185","161","197","207",
"방화","학생","범죄자[명]","명","168","194","140","149","110","145","118","124","111","85",
"방화","주부","범죄자[명]","명","24","10","27","27","29","31","20","28","20","13",
"방화","전경.의경","범죄자[명]","명","","","","","","","-","-","-","-",
"방화","공익요원","범죄자[명]","명","1","3","2","2","5","2","2","-","1","-",
"방화","기타","범죄자[명]","명","","38","140","142","38","67","45","9","65","109",
"방화","무직자","범죄자[명]","명","520","504","495","551","588","501","513","565","557","511",
"방화","미상","범죄자[명]","명","67","9","63","61","32","48","52","44","56","67",
"절도범죄","계","범죄자[명]","명","111390","104434","102658","95645","103166","106415","105695","97334","101295","98425",
"절도범죄","자영자","범죄자[명]","명","10624","8508","6405","6546","9935","10038","10121","10226","9455","7915",
"절도범죄","농.임.수산업","범죄자[명]","명","1424","1180","1094","1070","1366","1498","1520","1354","1505","1398",
"절도범죄","광업","범죄자[명]","명","10","11","","7","2","9","1","2","5","2",
"절도범죄","제조업","범죄자[명]","명","270","209","106","129","174","180","182","178","150","124",
"절도범죄","건설업","범죄자[명]","명","739","625","675","701","867","947","942","1011","878","750",
"절도범죄","도.소매업","범죄자[명]","명","989","540","104","92","249","243","186","163","126","48",
"절도범죄","무역업","범죄자[명]","명","75","44","61","46","35","48","49","43","49","43",
"절도범죄","요식업","범죄자[명]","명","525","440","302","300","379","385","372","353","327","246",
"절도범죄","숙박업","범죄자[명]","명","93","99","63","57","65","72","54","59","112","66",
"절도범죄","유흥업","범죄자[명]","명","499","450","195","169","238","218","169","160","108","72",
"절도범죄","금융업","범죄자[명]","명","20","17","14","24","31","24","22","21","17","21",
"절도범죄","부동산업","범죄자[명]","명","147","143","142","137","215","199","232","232","191","159",
"절도범죄","의료보건업","범죄자[명]","명","17","15","9","9","45","27","27","34","30","5",
"절도범죄","차량정비업","범죄자[명]","명","141","84","43","20","86","89","67","77","60","26",
"절도범죄","노점","범죄자[명]","명","150","148","89","99","141","159","144","137","90","79",
"절도범죄","행상","범죄자[명]","명","130","94","15","4","52","49","51","53","28","3",
"절도범죄","기타사업","범죄자[명]","명","5395","4409","3493","3682","5990","5891","6103","6349","5779","4873",
"절도범죄","피고용자","범죄자[명]","명","25584","21949","18336","18338","25119","25767","27049","25034","22016","18008",
"절도범죄","교원(사립)","범죄자[명]","명","17","27","18","30","43","33","39","35","47","24",
"절도범죄","사무원","범죄자[명]","명","102","91","48","48","85","107","103","91","70","85",
"절도범죄","기술자","범죄자[명]","명","261","174","378","393","556","592","673","612","482","419",
"절도범죄","점원","범죄자[명]","명","431","371","164","158","290","282","243","231","175","81",
"절도범죄","공원","범죄자[명]","명","581","467","355","333","365","297","299","239","164","138",
"절도범죄","운전사","범죄자[명]","명","2055","1597","1378","1335","1702","1883","1931","1657","1541","1246",
"절도범죄","경비원","범죄자[명]","명","331","244","253","255","408","410","438","454","429","428",
"절도범죄","외판원","범죄자[명]","명","80","293","196","196","249","262","245","208","202","155",
"절도범죄","국공영기업체직원","범죄자[명]","명","18","11","6","10","10","5","13","14","4","11",
"절도범죄","일반회사원","범죄자[명]","명","7102","7010","6949","7273","9273","9401","9506","9027","8430","7275",
"절도범죄","금융기관직원","범죄자[명]","명","35","47","34","22","25","43","44","24","32","27",
"절도범죄","유흥업종사자","범죄자[명]","명","543","348","238","207","277","261","218","218","144","107",
"절도범죄","요식업종사자","범죄자[명]","명","961","718","616","573","811","881","869","830","685","478",
"절도범죄","일용노동자","범죄자[명]","명","6234","4731","3399","3231","4401","4128","4595","4281","3330","2406",
"절도범죄","기타피고용자","범죄자[명]","명","6833","5820","4304","4274","6624","7182","7833","7113","6281","5128",
"절도범죄","전문직","범죄자[명]","명","1312","1270","1180","1229","1905","2076","2107","2069","1797","1347",
"절도범죄","의사","범죄자[명]","명","36","33","40","32","45","41","58","46","47","39",
"절도범죄","변호사","범죄자[명]","명","1","5","3","1","6","3","3","3","4","3",
"절도범죄","교수","범죄자[명]","명","15","14","11","13","27","23","20","27","22","11",
"절도범죄","종교가","범죄자[명]","명","159","153","146","153","142","191","157","174","174","144",
"절도범죄","언론인","범죄자[명]","명","7","13","10","6","12","20","15","20","29","8",
"절도범죄","예술인","범죄자[명]","명","131","90","90","109","161","166","174","188","179","115",
"절도범죄","기타전문직","범죄자[명]","명","963","962","880","915","1512","1632","1680","1611","1342","1027",
"절도범죄","공무원","범죄자[명]","명","151","201","120","102","169","183","203","182","225","229",
"절도범죄","기타","범죄자[명]","명","73719","36438","37317","34018","29054","28389","25991","19755","23999","28183",
"절도범죄","학생","범죄자[명]","명","27700","29866","25265","21980","23477","21018","19022","15920","15912","15907",
"절도범죄","주부","범죄자[명]","명","3101","2918","2482","2651","2944","3109","2979","2547","2567","2250",
"절도범죄","전경.의경","범죄자[명]","명","16","17","16","8","4","6","8","10","9","5",
"절도범죄","공익요원","범죄자[명]","명","216","190","163","149","185","143","137","109","53","36",
"절도범죄","기타","범죄자[명]","명","","3447","9391","9230","2444","4113","3845","1169","5458","9985",
"절도범죄","무직자","범죄자[명]","명","37280","35113","32702","28885","34491","34197","35364","35390","36838","35272",
"절도범죄","미상","범죄자[명]","명","5406","955","6598","6527","2493","5765","4860","4678","6965","7471",
"폭력범죄","계","범죄자[명]","명","392042","400282","369913","358275","372723","380965","363511","348969","346561","313990",
"폭력범죄","자영자","범죄자[명]","명","83591","81590","65932","65563","81387","79886","74683","76314","69608","56598",
"폭력범죄","농.임.수산업","범죄자[명]","명","8836","8949","7661","7480","8343","8058","7128","7222","6906","6222",
"폭력범죄","광업","범죄자[명]","명","20","28","14","6","27","45","14","20","4","7",
"폭력범죄","제조업","범죄자[명]","명","1993","1762","992","953","1426","1282","1221","1151","1008","802",
"폭력범죄","건설업","범죄자[명]","명","6190","5752","6777","6667","7739","8160","8032","8158","7404","5887",
"폭력범죄","도.소매업","범죄자[명]","명","4511","3833","677","520","1344","1146","965","900","573","252",
"폭력범죄","무역업","범죄자[명]","명","517","441","467","406","438","382","355","316","285","216",
"폭력범죄","요식업","범죄자[명]","명","7689","7098","3556","3347","3866","3675","3253","3085","2630","2079",
"폭력범죄","숙박업","범죄자[명]","명","1005","928","455","396","549","516","409","460","455","397",
"폭력범죄","유흥업","범죄자[명]","명","5431","5345","2416","2107","2449","2157","1862","1740","1323","788",
"폭력범죄","금융업","범죄자[명]","명","262","257","136","129","170","164","172","167","137","112",
"폭력범죄","부동산업","범죄자[명]","명","1953","1792","1681","1634","2027","2128","2063","2073","1728","1320",
"폭력범죄","의료보건업","범죄자[명]","명","153","138","50","49","179","155","135","165","108","36",
"폭력범죄","차량정비업","범죄자[명]","명","843","656","276","272","495","562","440","582","332","200",
"폭력범죄","노점","범죄자[명]","명","1643","1466","1143","1023","1201","1006","850","786","595","379",
"폭력범죄","행상","범죄자[명]","명","235","181","44","28","45","57","29","40","16","2",
"폭력범죄","기타사업","범죄자[명]","명","42310","42964","39587","40546","51089","50393","47755","49449","46104","37899",
"폭력범죄","피고용자","범죄자[명]","명","158477","159799","125753","120233","144441","141432","135977","129641","114935","90150",
"폭력범죄","교원(사립)","범죄자[명]","명","198","251","297","312","365","299","224","240","193","168",
"폭력범죄","사무원","범죄자[명]","명","691","632","389","419","618","636","642","660","563","457",
"폭력범죄","기술자","범죄자[명]","명","1673","1374","3314","3413","4395","4722","4414","4150","3580","2715",
"폭력범죄","점원","범죄자[명]","명","1174","1139","416","391","896","743","677","649","477","258",
"폭력범죄","공원","범죄자[명]","명","2692","2450","1438","1204","1506","1202","1050","876","727","612",
"폭력범죄","운전사","범죄자[명]","명","20934","20010","15882","14591","15816","15418","14231","13950","12778","10356",
"폭력범죄","경비원","범죄자[명]","명","2071","2030","1812","1781","2151","2011","1954","2025","1754","1434",
"폭력범죄","외판원","범죄자[명]","명","279","1212","990","1036","1335","1306","1230","1119","1005","772",
"폭력범죄","국공영기업체직원","범죄자[명]","명","229","151","92","59","129","105","84","71","71","50",
"폭력범죄","일반회사원","범죄자[명]","명","58210","59783","57326","56003","62911","61793","59430","58022","53243","42806",
"폭력범죄","금융기관직원","범죄자[명]","명","384","344","253","228","310","303","282","233","185","166",
"폭력범죄","유흥업종사자","범죄자[명]","명","3493","2843","1476","1153","1423","1367","1240","1085","821","556",
"폭력범죄","요식업종사자","범죄자[명]","명","4746","4018","2760","2626","3432","3378","2923","2678","2316","1723",
"폭력범죄","일용노동자","범죄자[명]","명","31141","30398","21147","19537","22058","20483","18830","16842","13534","10182",
"폭력범죄","기타피고용자","범죄자[명]","명","30562","33164","18161","17480","27096","27666","28766","27041","23688","17895",
"폭력범죄","전문직","범죄자[명]","명","9007","8554","7367","7484","11240","10735","10623","10287","9195","6849",
"폭력범죄","의사","범죄자[명]","명","509","552","463","449","531","522","495","510","543","454",
"폭력범죄","변호사","범죄자[명]","명","29","43","62","55","67","51","68","78","64","83",
"폭력범죄","교수","범죄자[명]","명","160","229","161","140","199","214","138","146","174","112",
"폭력범죄","종교가","범죄자[명]","명","1123","1038","963","1087","1293","1088","1002","1006","917","725",
"폭력범죄","언론인","범죄자[명]","명","239","205","175","196","253","331","257","217","194","169",
"폭력범죄","예술인","범죄자[명]","명","644","624","651","709","994","920","917","908","754","526",
"폭력범죄","기타전문직","범죄자[명]","명","6303","5863","4892","4848","7903","7609","7746","7422","6549","4780",
"폭력범죄","공무원","범죄자[명]","명","1742","1810","1446","1252","1632","1784","1632","1619","1733","1542",
"폭력범죄","기타","범죄자[명]","명","139225","66091","84912","79630","45730","53455","50366","36100","51036","62419",
"폭력범죄","학생","범죄자[명]","명","31422","37882","25710","23983","25234","25716","26194","24421","22218","18058",
"폭력범죄","주부","범죄자[명]","명","8424","8494","8007","7907","8888","8449","7558","6999","7271","5922",
"폭력범죄","전경.의경","범죄자[명]","명","190","84","26","33","26","20","26","31","16","17",
"폭력범죄","공익요원","범죄자[명]","명","696","849","723","610","697","670","535","520","339","214",
"폭력범죄","기타","범죄자[명]","명","","18782","50446","47097","10885","18600","16053","4129","21192","38208",
"폭력범죄","무직자","범죄자[명]","명","77878","79482","72614","70837","82327","80594","77732","78220","77789","71334",
"폭력범죄","미상","범죄자[명]","명","20615","2956","11889","13276","5966","13079","12498","16788","22265","25098",
"상해","계","범죄자[명]","명","89138","84850","75206","66885","62059","65695","58851","52867","48854","43552",
"상해","자영자","범죄자[명]","명","20894","19565","14574","13183","14544","14736","12845","12361","10563","8542",
"상해","농.임.수산업","범죄자[명]","명","2862","2843","2288","2122","2117","2282","1839","1800","1551","1415",
"상해","광업","범죄자[명]","명","6","6","3","1","7","14","4","3","1","1",
"상해","제조업","범죄자[명]","명","451","413","224","218","247","249","191","173","147","110",
"상해","건설업","범죄자[명]","명","1428","1323","1443","1254","1287","1349","1295","1244","1015","812",
"상해","도.소매업","범죄자[명]","명","1172","945","189","123","264","240","195","161","85","37",
"상해","무역업","범죄자[명]","명","104","81","92","63","67","70","57","45","30","28",
"상해","요식업","범죄자[명]","명","2025","1875","943","783","845","830","632","561","462","315",
"상해","숙박업","범죄자[명]","명","255","237","100","83","115","119","83","86","81","60",
"상해","유흥업","범죄자[명]","명","1312","1196","553","469","453","479","378","295","241","155",
"상해","금융업","범죄자[명]","명","66","50","21","22","31","39","16","19","14","17",
"상해","부동산업","범죄자[명]","명","482","414","371","390","365","396","354","334","238","198",
"상해","의료보건업","범죄자[명]","명","45","32","9","11","38","26","32","31","16","7",
"상해","차량정비업","범죄자[명]","명","201","146","65","68","91","110","75","62","48","24",
"상해","노점","범죄자[명]","명","436","350","251","209","252","225","153","140","121","77",
"상해","행상","범죄자[명]","명","76","56","10","10","9","20","5","3","3","-",
"상해","기타사업","범죄자[명]","명","9973","9598","8012","7357","8356","8288","7536","7404","6510","5286",
"상해","피고용자","범죄자[명]","명","37202","35413","26625","23256","24556","25052","22538","20180","16785","13099",
"상해","교원(사립)","범죄자[명]","명","58","54","78","76","65","59","37","42","19","23",
"상해","사무원","범죄자[명]","명","187","149","71","84","95","103","84","90","55","45",
"상해","기술자","범죄자[명]","명","394","344","735","659","766","834","763","676","595","471",
"상해","점원","범죄자[명]","명","256","260","99","90","174","126","106","90","67","30",
"상해","공원","범죄자[명]","명","564","539","324","272","289","324","239","178","143","105",
"상해","운전사","범죄자[명]","명","5062","4618","3410","2776","2698","2738","2331","2187","1812","1419",
"상해","경비원","범죄자[명]","명","544","480","439","408","406","363","325","310","256","196",
"상해","외판원","범죄자[명]","명","83","273","198","172","199","215","167","148","135","104",
"상해","국공영기업체직원","범죄자[명]","명","57","35","15","12","22","21","11","19","17","7",
"상해","일반회사원","범죄자[명]","명","13199","12726","11536","10270","10105","9991","8952","8344","7301","5804",
"상해","금융기관직원","범죄자[명]","명","82","76","40","38","32","45","45","26","16","20",
"상해","유흥업종사자","범죄자[명]","명","804","616","334","256","295","308","282","238","159","104",
"상해","요식업종사자","범죄자[명]","명","1137","879","600","546","596","598","466","420","331","259",
"상해","일용노동자","범죄자[명]","명","7654","6988","4879","4089","4158","4300","3870","3189","2424","1875",
"상해","기타피고용자","범죄자[명]","명","7121","7376","3867","3508","4656","5027","4860","4223","3455","2637",
"상해","전문직","범죄자[명]","명","2226","1937","1583","1511","1865","1783","1705","1526","1251","953",
"상해","의사","범죄자[명]","명","144","133","123","129","103","72","109","75","78","70",
"상해","변호사","범죄자[명]","명","7","5","9","7","10","10","7","8","5","6",
"상해","교수","범죄자[명]","명","42","51","49","30","40","28","23","21","23","11",
"상해","종교가","범죄자[명]","명","319","268","230","220","225","199","175","179","148","134",
"상해","언론인","범죄자[명]","명","40","44","32","31","34","51","19","28","21","21",
"상해","예술인","범죄자[명]","명","146","146","117","138","133","133","123","109","91","61",
"상해","기타전문직","범죄자[명]","명","1528","1290","1023","956","1320","1290","1249","1106","885","650",
"상해","공무원","범죄자[명]","명","487","503","363","269","330","317","275","291","255","231",
"상해","기타","범죄자[명]","명","28329","10713","16203","14207","7237","8521","7783","5018","6824","8484",
"상해","학생","범죄자[명]","명","4745","4884","3755","3464","3688","3931","3827","3391","2920","2162",
"상해","주부","범죄자[명]","명","2048","1965","1641","1508","1490","1301","1201","903","848","742",
"상해","전경.의경","범죄자[명]","명","6","6","5","6","6","4","4","9","1","2",
"상해","공익요원","범죄자[명]","명","172","192","124","116","127","115","98","84","54","35",
"상해","기타","범죄자[명]","명","","3666","10678","9113","1926","3170","2653","631","3001","5543",
"상해","무직자","범죄자[명]","명","16939","16317","14070","12770","12862","13811","12553","11954","11197","9973",
"상해","미상","범죄자[명]","명","4419","402","1788","1689","665","1475","1152","1537","1979","2270",
"폭행","계","범죄자[명]","명","161782","167975","166337","171166","192308","216857","210745","204801","202710","178448",
"폭행","자영자","범죄자[명]","명","37126","36425","31627","33140","43383","46488","44273","45182","40789","32429",
"폭행","농.임.수산업","범죄자[명]","명","2907","2959","2676","2664","3321","3562","3259","3278","3209","2779",
"폭행","광업","범죄자[명]","명","7","10","6","1","12","20","5","9","3","3",
"폭행","제조업","범죄자[명]","명","929","780","455","436","737","734","735","680","602","462",
"폭행","건설업","범죄자[명]","명","2724","2448","3116","3260","3972","4669","4608","4656","4199","3238",
"폭행","도.소매업","범죄자[명]","명","2037","1707","240","213","669","599","535","499","334","145",
"폭행","무역업","범죄자[명]","명","252","212","235","239","242","209","226","176","169","119",
"폭행","요식업","범죄자[명]","명","3556","3209","1578","1643","1975","2092","1931","1850","1517","1270",
"폭행","숙박업","범죄자[명]","명","487","459","218","204","288","266","235","279","254","242",
"폭행","유흥업","범죄자[명]","명","2475","2496","1151","1026","1343","1243","1143","1070","796","458",
"폭행","금융업","범죄자[명]","명","129","125","68","77","80","79","92","104","74","63",
"폭행","부동산업","범죄자[명]","명","820","782","793","761","1025","1153","1154","1153","938","713",
"폭행","의료보건업","범죄자[명]","명","65","64","20","17","79","85","67","95","58","20",
"폭행","차량정비업","범죄자[명]","명","358","319","123","132","261","306","239","330","179","105",
"폭행","노점","범죄자[명]","명","763","645","515","537","641","590","497","502","366","226",
"폭행","행상","범죄자[명]","명","110","75","21","12","22","28","18","29","11","2",
"폭행","기타사업","범죄자[명]","명","19507","20135","20412","21918","28716","30853","29529","30472","28080","22584",
"폭행","피고용자","범죄자[명]","명","69652","72119","58823","59734","77052","82609","80866","78673","69500","52645",
"폭행","교원(사립)","범죄자[명]","명","78","117","127","152","213","160","132","144","113","88",
"폭행","사무원","범죄자[명]","명","290","272","185","206","333","378","411","416","365","290",
"폭행","기술자","범죄자[명]","명","719","596","1555","1712","2373","2748","2609","2471","2063","1553",
"폭행","점원","범죄자[명]","명","494","494","173","188","466","454","412","420","287","168",
"폭행","공원","범죄자[명]","명","859","848","511","416","504","576","519","455","417","353",
"폭행","운전사","범죄자[명]","명","11254","10933","9127","8628","9575","9675","9127","9045","8239","6435",
"폭행","경비원","범죄자[명]","명","1027","983","906","942","1226","1221","1207","1315","1102","885",
"폭행","외판원","범죄자[명]","명","109","529","455","518","711","784","766","702","613","422",
"폭행","국공영기업체직원","범죄자[명]","명","70","59","47","29","67","59","42","37","39","30",
"폭행","일반회사원","범죄자[명]","명","24926","26301","26160","27670","33712","36429","35699","35410","32353","25139",
"폭행","금융기관직원","범죄자[명]","명","170","158","144","136","173","187","155","152","135","88",
"폭행","유흥업종사자","범죄자[명]","명","1394","1193","666","529","810","762","710","633","498","340",
"폭행","요식업종사자","범죄자[명]","명","2108","1844","1320","1288","1866","1983","1820","1660","1404","991",
"폭행","일용노동자","범죄자[명]","명","13451","13424","9430","8974","10802","11275","10413","9551","7715","5579",
"폭행","기타피고용자","범죄자[명]","명","12703","14368","8017","8346","14221","15918","16844","16262","14157","10284",
"폭행","전문직","범죄자[명]","명","3796","3712","3298","3521","5917","6124","6120","6077","5400","3896",
"폭행","의사","범죄자[명]","명","216","235","197","203","260","299","260","285","300","251",
"폭행","변호사","범죄자[명]","명","10","16","35","27","36","26","34","39","27","40",
"폭행","교수","범죄자[명]","명","65","97","66","71","90","113","75","79","93","57",
"폭행","종교가","범죄자[명]","명","373","357","357","414","528","490","471","463","454","317",
"폭행","언론인","범죄자[명]","명","100","61","71","69","117","106","118","116","96","77",
"폭행","예술인","범죄자[명]","명","292","259","315","357","560","573","588","575","469","325",
"폭행","기타전문직","범죄자[명]","명","2740","2687","2257","2380","4326","4517","4574","4520","3961","2829",
"폭행","공무원","범죄자[명]","명","757","775","596","550","850","992","946","878","967","796",
"폭행","기타","범죄자[명]","명","50451","21817","35087","34962","20668","27816","26017","18292","27364","33270",
"폭행","학생","범죄자[명]","명","7062","8914","7453","7775","9781","11516","11829","11128","10160","8200",
"폭행","주부","범죄자[명]","명","3681","3775","3864","4034","5123","5345","4680","4571","4780","3795",
"폭행","전경.의경","범죄자[명]","명","141","64","12","10","13","12","17","16","9","9",
"폭행","공익요원","범죄자[명]","명","265","324","303","274","323","362","291","270","182","112",
"폭행","기타","범죄자[명]","명","","8740","23455","22869","5428","10581","9200","2307","12233","21154",
"폭행","무직자","범죄자[명]","명","30636","31822","31647","32882","41185","44932","44459","44902","44576","39827",
"폭행","미상","범죄자[명]","명","8666","1305","5259","6377","3253","7896","8064","10797","14114","15585",
"체포·감금","계","범죄자[명]","명","969","1113","1086","1118","1226","1687","1911","1608","1654","1695",
"체포·감금","자영자","범죄자[명]","명","264","287","219","225","320","367","419","387","305","286",
"체포·감금","농.임.수산업","범죄자[명]","명","24","22","22","29","21","27","28","19","21","26",
"체포·감금","광업","범죄자[명]","명","","","","","","","-","-","-","-",
"체포·감금","제조업","범죄자[명]","명","10","5","2","4","7","6","7","3","8","4",
"체포·감금","건설업","범죄자[명]","명","6","23","25","13","20","38","42","37","37","24",
"체포·감금","도.소매업","범죄자[명]","명","15","24","4","1","5","6","4","5","1","3",
"체포·감금","무역업","범죄자[명]","명","1","2","5","","1","3","-","2","3","-",
"체포·감금","요식업","범죄자[명]","명","16","17","5","9","16","9","14","16","15","3",
"체포·감금","숙박업","범죄자[명]","명","5","1","","1","1","6","10","1","5","2",
"체포·감금","유흥업","범죄자[명]","명","23","22","11","15","15","16","11","24","13","13",
"체포·감금","금융업","범죄자[명]","명","2","","1","1","4","","2","2","3","2",
"체포·감금","부동산업","범죄자[명]","명","7","4","8","4","21","15","14","8","9","4",
"체포·감금","의료보건업","범죄자[명]","명","3","2","4","4","4","1","1","5","-","-",
"체포·감금","차량정비업","범죄자[명]","명","3","2","1","","","4","7","1","1","3",
"체포·감금","노점","범죄자[명]","명","1","1","2","","","1","-","-","1","-",
"체포·감금","행상","범죄자[명]","명","1","","","","","1","-","-","-","-",
"체포·감금","기타사업","범죄자[명]","명","147","162","129","144","205","234","279","264","188","202",
"체포·감금","피고용자","범죄자[명]","명","303","340","311","344","410","522","639","522","478","432",
"체포·감금","교원(사립)","범죄자[명]","명","","1","2","4","","","-","-","4","10",
"체포·감금","사무원","범죄자[명]","명","3","1","1","","1","1","3","2","1","4",
"체포·감금","기술자","범죄자[명]","명","8","4","8","6","9","20","16","10","10","11",
"체포·감금","점원","범죄자[명]","명","4","2","","","2","","5","7","2","1",
"체포·감금","공원","범죄자[명]","명","2","3","2","1","3","2","4","3","3","4",
"체포·감금","운전사","범죄자[명]","명","51","56","65","52","73","85","77","74","68","81",
"체포·감금","경비원","범죄자[명]","명","5","7","10","8","7","15","9","11","7","4",
"체포·감금","외판원","범죄자[명]","명","2","2","","6","7","16","7","5","8","5",
"체포·감금","국공영기업체직원","범죄자[명]","명","","1","","","","1","2","-","-","-",
"체포·감금","일반회사원","범죄자[명]","명","113","123","145","173","180","208","274","245","213","186",
"체포·감금","금융기관직원","범죄자[명]","명","4","1","","2","5","2","2","1","-","-",
"체포·감금","유흥업종사자","범죄자[명]","명","9","7","3","4","4","9","13","5","6","3",
"체포·감금","요식업종사자","범죄자[명]","명","8","9","5","4","7","11","11","4","4","9",
"체포·감금","일용노동자","범죄자[명]","명","27","42","27","41","45","52","59","47","42","30",
"체포·감금","기타피고용자","범죄자[명]","명","67","81","43","43","67","100","157","108","110","84",
"체포·감금","전문직","범죄자[명]","명","53","70","44","62","100","78","80","82","47","46",
"체포·감금","의사","범죄자[명]","명","18","21","13","16","22","18","11","15","6","4",
"체포·감금","변호사","범죄자[명]","명","1","2","","","1","","1","-","-","-",
"체포·감금","교수","범죄자[명]","명","1","3","","","2","3","-","1","-","1",
"체포·감금","종교가","범죄자[명]","명","7","16","9","19","22","19","13","13","10","9",
"체포·감금","언론인","범죄자[명]","명","","1","","","","1","1","1","1","1",
"체포·감금","예술인","범죄자[명]","명","1","","3","4","4","4","3","3","3","1",
"체포·감금","기타전문직","범죄자[명]","명","25","27","19","23","49","33","51","49","27","30",
"체포·감금","공무원","범죄자[명]","명","16","19","19","12","11","26","26","19","14","24",
"체포·감금","기타","범죄자[명]","명","333","155","264","245","130","244","264","146","298","387",
"체포·감금","학생","범죄자[명]","명","33","44","21","25","41","97","102","90","118","116",
"체포·감금","주부","범죄자[명]","명","48","30","25","23","38","30","42","30","38","26",
"체포·감금","전경.의경","범죄자[명]","명","","","","","","","-","-","-","-",
"체포·감금","공익요원","범죄자[명]","명","","4","4","4","3","2","5","1","4","3",
