"죄종별","교육정도별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"계","계","범죄자[명]","명","1815233","1723815","1741302","1712435","1771390","1847605","1685461","1581922","1585638","1494421",
"계","불취학","범죄자[명]","명","8083","8641","9106","9120","9800","10320","9376","8925","9211","8325",
"계","재중","범죄자[명]","명","194","185","46","112","118","123","135","122","89","127",
"계","중퇴","범죄자[명]","명","10411","10940","11386","11448","12507","13177","12324","11742","12212","11168",
"계","졸업","범죄자[명]","명","55766","57082","58836","57543","60419","61082","55328","50343","50169","45983",
"계","재중","범죄자[명]","명","19173","24597","17159","14619","13710","12635","12822","12731","13318","13946",
"계","중퇴","범죄자[명]","명","25608","27043","26942","24531","24732","24353","21415","19196","18983","16556",
"계","졸업","범죄자[명]","명","84657","85140","90935","90372","93220","96395","87256","82091","81559","73969",
"계","재중","범죄자[명]","명","35941","46789","34758","30206","31706","31851","30690","24571","23559","25269",
"계","중퇴","범죄자[명]","명","49023","48179","47460","43879","46511","46938","42488","40518","41361","37056",
"계","졸업","범죄자[명]","명","578850","532009","517431","506448","507205","538435","485201","435141","432926","401429",
"계","재중","범죄자[명]","명","6082","5613","4804","4350","4232","4146","3633","4103","4115","3676",
"계","중퇴","범죄자[명]","명","5850","5885","6520","6295","6482","6796","6117","6569","6736","6175",
"계","졸업","범죄자[명]","명","54073","56944","64842","63887","65277","70288","65214","62092","61476","54972",
"계","재중","범죄자[명]","명","29591","32504","29649","28394","29609","29281","26361","22829","22019","21184",
"계","중퇴","범죄자[명]","명","20776","23339","27635","28241","30752","35188","33610","32013","32599","30153",
"계","졸업","범죄자[명]","명","142532","150959","168540","167032","171713","189290","173552","159788","155033","143996",
"계","대학원","범죄자[명]","명","23719","","","","","","","","","",
"계","재중","범죄자[명]","명","","4399","4322","4121","4511","4653","4151","2841","2781","2774",
"계","중퇴","범죄자[명]","명","","1923","2049","2083","2275","2565","2458","1494","1769","1636",
"계","졸업","범죄자[명]","명","","18665","19676","20130","20903","22777","22078","18324","18985","18018",
"계","기타","범죄자[명]","명","63918","44582","27610","27291","25013","22971","18364","14724","15128","15988",
"계","미상","범죄자[명]","명","600986","538397","571596","572333","610695","624341","572888","571765","581610","562021",
"강력범죄","계","범죄자[명]","명","25346","23789","25351","25065","25821","27071","28927","28302","28943","26971",
"강력범죄","불취학","범죄자[명]","명","152","170","221","184","234","214","178","187","172","166",
"강력범죄","재중","범죄자[명]","명","10","12","3","2","4","5","4","4","2","4",
"강력범죄","중퇴","범죄자[명]","명","295","306","339","368","386","352","347","352","325","280",
"강력범죄","졸업","범죄자[명]","명","968","998","1164","1169","1146","1116","1194","1021","972","885",
"강력범죄","재중","범죄자[명]","명","483","620","545","480","441","463","413","444","454","419",
"강력범죄","중퇴","범죄자[명]","명","838","727","764","638","595","572","566","513","449","385",
"강력범죄","졸업","범죄자[명]","명","1518","1373","1583","1570","1546","1495","1523","1492","1434","1317",
"강력범죄","재중","범죄자[명]","명","1329","1549","1255","1123","944","1090","1040","921","921","768",
"강력범죄","중퇴","범죄자[명]","명","1529","1316","1285","1122","1122","1053","1001","945","1009","802",
"강력범죄","졸업","범죄자[명]","명","6723","6149","6781","6977","7005","7271","7555","7121","7305","6922",
"강력범죄","재중","범죄자[명]","명","171","147","183","174","166","133","134","179","175","145",
"강력범죄","중퇴","범죄자[명]","명","172","148","182","180","183","193","206","178","201","174",
"강력범죄","졸업","범죄자[명]","명","790","807","1001","1077","1143","1208","1339","1339","1369","1249",
"강력범죄","재중","범죄자[명]","명","735","922","971","1051","1066","1076","1193","1179","1139","962",
"강력범죄","중퇴","범죄자[명]","명","378","438","574","576","634","658","764","750","829","756",
"강력범죄","졸업","범죄자[명]","명","2005","2022","2609","2890","3162","3507","3899","3686","3785","3561",
"강력범죄","대학원","범죄자[명]","명","484","","","","","","","","","",
"강력범죄","재중","범죄자[명]","명","","125","166","150","180","203","168","146","137","140",
"강력범죄","중퇴","범죄자[명]","명","","38","46","56","67","61","73","49","48","37",
"강력범죄","졸업","범죄자[명]","명","","298","390","476","593","614","687","611","648","539",
"강력범죄","기타","범죄자[명]","명","880","514","381","356","368","423","453","279","277","235",
"강력범죄","미상","범죄자[명]","명","5886","5110","4908","4446","4836","5364","6190","6906","7292","7225",
"살인기수","계","범죄자[명]","명","449","446","377","447","389","379","344","350","345","341",
"살인기수","불취학","범죄자[명]","명","4","5","9","6","6","8","7","7","5","6",
"살인기수","재중","범죄자[명]","명","","","","","","","-","-","-","-",
"살인기수","중퇴","범죄자[명]","명","7","14","11","12","8","4","7","5","3","8",
"살인기수","졸업","범죄자[명]","명","37","36","36","32","34","25","26","19","18","17",
"살인기수","재중","범죄자[명]","명","1","1","","2","","1","-","-","1","-",
"살인기수","중퇴","범죄자[명]","명","19","12","11","15","12","12","18","16","11","17",
"살인기수","졸업","범죄자[명]","명","38","33","27","29","32","36","30","28","26","28",
"살인기수","재중","범죄자[명]","명","5","5","2","5","5","","8","2","3","1",
"살인기수","중퇴","범죄자[명]","명","21","32","17","19","28","18","18","14","20","19",
"살인기수","졸업","범죄자[명]","명","134","143","110","127","111","124","86","92","94","77",
"살인기수","재중","범죄자[명]","명","1","2","","","2","","1","1","3","1",
"살인기수","중퇴","범죄자[명]","명","4","4","5","1","2","3","2","5","4","3",
"살인기수","졸업","범죄자[명]","명","15","13","15","20","11","16","11","14","6","13",
"살인기수","재중","범죄자[명]","명","5","7","5","4","3","1","4","-","3","5",
"살인기수","중퇴","범죄자[명]","명","7","6","7","11","7","9","6","13","9","5",
"살인기수","졸업","범죄자[명]","명","17","24","23","27","16","30","24","29","27","29",
"살인기수","대학원","범죄자[명]","명","8","","","","","","","","","",
"살인기수","재중","범죄자[명]","명","","","1","2","1","","-","1","-","1",
"살인기수","중퇴","범죄자[명]","명","","","1","","","","1","-","-","-",
"살인기수","졸업","범죄자[명]","명","","4","4","2","4","1","4","5","1","6",
"살인기수","기타","범죄자[명]","명","18","12","5","1","4","3","4","8","2","3",
"살인기수","미상","범죄자[명]","명","108","93","88","132","103","88","87","91","109","102",
"살인미수등","계","범죄자[명]","명","836","610","620","575","586","616","561","516","525","454",
"살인미수등","불취학","범죄자[명]","명","13","9","15","10","8","10","7","9","10","13",
"살인미수등","재중","범죄자[명]","명","","","","","","","-","-","-","-",
"살인미수등","중퇴","범죄자[명]","명","23","19","27","23","27","15","22","16","13","10",
"살인미수등","졸업","범죄자[명]","명","64","38","55","48","59","57","48","38","53","30",
"살인미수등","재중","범죄자[명]","명","","","5","","3","1","1","-","3","2",
"살인미수등","중퇴","범죄자[명]","명","39","35","29","32","25","33","24","15","20","17",
"살인미수등","졸업","범죄자[명]","명","80","74","87","76","62","79","62","59","59","46",
"살인미수등","재중","범죄자[명]","명","3","6","10","3","4","6","2","2","3","2",
"살인미수등","중퇴","범죄자[명]","명","45","52","32","30","35","46","41","24","25","26",
"살인미수등","졸업","범죄자[명]","명","289","203","177","171","195","192","186","181","159","136",
"살인미수등","재중","범죄자[명]","명","","1","1","","2","1","2","-","1","1",
"살인미수등","중퇴","범죄자[명]","명","7","3","7","2","2","4","3","4","7","4",
"살인미수등","졸업","범죄자[명]","명","23","13","24","18","22","14","15","9","11","10",
"살인미수등","재중","범죄자[명]","명","10","2","8","7","7","5","7","10","1","9",
"살인미수등","중퇴","범죄자[명]","명","15","16","10","13","12","11","11","12","13","9",
"살인미수등","졸업","범죄자[명]","명","34","37","29","29","30","33","27","33","35","28",
"살인미수등","대학원","범죄자[명]","명","14","","","","","","","","","",
"살인미수등","재중","범죄자[명]","명","","","1","","1","1","-","2","1","-",
"살인미수등","중퇴","범죄자[명]","명","","","1","","2","1","2","2","-","-",
"살인미수등","졸업","범죄자[명]","명","","1","","3","1","2","4","2","3","3",
"살인미수등","기타","범죄자[명]","명","53","18","13","15","6","16","12","9","4","4",
"살인미수등","미상","범죄자[명]","명","124","83","89","95","83","89","85","89","104","104",
"강도","계","범죄자[명]","명","4890","3322","2593","2078","1999","1716","1456","1165","1336","1202",
"강도","불취학","범죄자[명]","명","22","11","10","16","13","9","4","6","6","12",
"강도","재중","범죄자[명]","명","3","","","","1","","-","1","2","-",
"강도","중퇴","범죄자[명]","명","45","37","16","26","22","14","20","19","14","8",
"강도","졸업","범죄자[명]","명","138","108","81","60","62","59","43","34","41","27",
"강도","재중","범죄자[명]","명","125","88","99","50","35","41","18","39","69","85",
"강도","중퇴","범죄자[명]","명","329","229","221","137","125","85","68","41","56","28",
"강도","졸업","범죄자[명]","명","397","244","221","159","201","146","105","98","82","75",
"강도","재중","범죄자[명]","명","367","347","154","144","121","110","84","53","107","128",
"강도","중퇴","범죄자[명]","명","621","438","315","230","250","180","152","136","176","126",
"강도","졸업","범죄자[명]","명","1474","957","744","692","643","568","505","390","452","387",
"강도","재중","범죄자[명]","명","38","21","15","18","10","7","2","10","8","6",
"강도","중퇴","범죄자[명]","명","43","22","24","23","25","23","8","14","19","11",
"강도","졸업","범죄자[명]","명","87","61","66","67","53","58","34","36","22","23",
"강도","재중","범죄자[명]","명","91","75","67","37","39","36","24","18","18","17",
"강도","중퇴","범죄자[명]","명","78","64","58","56","61","45","50","40","25","22",
"강도","졸업","범죄자[명]","명","171","106","103","81","75","72","91","60","52","37",
"강도","대학원","범죄자[명]","명","51","","","","","","","","","",
"강도","재중","범죄자[명]","명","","16","8","3","9","5","3","-","4","1",
"강도","중퇴","범죄자[명]","명","","5","4","5","6","7","3","2","1","-",
"강도","졸업","범죄자[명]","명","","9","11","4","14","6","8","-","3","6",
"강도","기타","범죄자[명]","명","204","107","42","18","19","23","41","5","14","9",
"강도","미상","범죄자[명]","명","606","377","334","252","215","222","193","163","165","194",
"강간·강제추행","계","범죄자[명]","명","17652","18012","","","","","","","","",
"강간·강제추행","불취학","범죄자[명]","명","89","128","","","","","","","","",
"강간·강제추행","재중","범죄자[명]","명","4","8","","","","","","","","",
"강간·강제추행","중퇴","범죄자[명]","명","181","196","","","","","","","","",
"강간·강제추행","졸업","범죄자[명]","명","619","703","","","","","","","","",
"강간·강제추행","재중","범죄자[명]","명","300","441","","","","","","","","",
"강간·강제추행","중퇴","범죄자[명]","명","373","406","","","","","","","","",
"강간·강제추행","졸업","범죄자[명]","명","862","915","","","","","","","","",
"강간·강제추행","재중","범죄자[명]","명","890","1118","","","","","","","","",
"강간·강제추행","중퇴","범죄자[명]","명","752","720","","","","","","","","",
"강간·강제추행","졸업","범죄자[명]","명","4352","4362","","","","","","","","",
"강간·강제추행","재중","범죄자[명]","명","128","118","","","","","","","","",
"강간·강제추행","중퇴","범죄자[명]","명","114","111","","","","","","","","",
"강간·강제추행","졸업","범죄자[명]","명","631","687","","","","","","","","",
"강간·강제추행","재중","범죄자[명]","명","610","815","","","","","","","","",
"강간·강제추행","중퇴","범죄자[명]","명","261","331","","","","","","","","",
"강간·강제추행","졸업","범죄자[명]","명","1716","1798","","","","","","","","",
"강간·강제추행","대학원","범죄자[명]","명","400","","","","","","","","","",
"강간·강제추행","재중","범죄자[명]","명","","109","","","","","","","","",
"강간·강제추행","중퇴","범죄자[명]","명","","31","","","","","","","","",
"강간·강제추행","졸업","범죄자[명]","명","","280","","","","","","","","",
"강간·강제추행","기타","범죄자[명]","명","539","335","","","","","","","","",
"강간·강제추행","미상","범죄자[명]","명","4831","4400","","","","","","","","",
"강간","계","범죄자[명]","명","","","5856","5517","5621","5829","5943","5947","6138","6113",
"강간","불취학","범죄자[명]","명","","","45","24","32","25","21","26","16","14",
"강간","재중","범죄자[명]","명","","","","2","2","2","-","1","-","-",
"강간","중퇴","범죄자[명]","명","","","55","56","62","45","39","32","45","35",
"강간","졸업","범죄자[명]","명","","","181","166","123","147","145","106","119","96",
"강간","재중","범죄자[명]","명","","","111","119","99","106","89","92","87","69",
"강간","중퇴","범죄자[명]","명","","","161","133","112","114","104","89","60","77",
"강간","졸업","범죄자[명]","명","","","264","268","262","244","247","212","225","227",
"강간","재중","범죄자[명]","명","","","378","332","312","316","310","292","237","191",
"강간","중퇴","범죄자[명]","명","","","326","317","262","279","261","241","227","204",
"강간","졸업","범죄자[명]","명","","","1408","1333","1348","1358","1331","1285","1301","1357",
"강간","재중","범죄자[명]","명","","","65","54","47","40","43","55","53","47",
"강간","중퇴","범죄자[명]","명","","","44","49","40","35","58","42","45","30",
"강간","졸업","범죄자[명]","명","","","210","232","215","222","217","232","229","231",
"강간","재중","범죄자[명]","명","","","295","288","273","253","283","237","275","252",
"강간","중퇴","범죄자[명]","명","","","129","135","149","170","167","161","178","172",
"강간","졸업","범죄자[명]","명","","","461","432","482","504","511","499","540","616",
"강간","재중","범죄자[명]","명","","","38","32","41","47","30","19","28","26",
"강간","중퇴","범죄자[명]","명","","","8","10","16","15","12","7","11","9",
"강간","졸업","범죄자[명]","명","","","68","66","68","66","74","65","86","69",
"강간","기타","범죄자[명]","명","","","62","61","62","48","85","33","57","34",
"강간","미상","범죄자[명]","명","","","1547","1408","1614","1793","1916","2221","2319","2357",
"유사강간","계","범죄자[명]","명","","","136","389","535","598","694","848","895","934",
"유사강간","불취학","범죄자[명]","명","","","","1","4","3","5","6","2","3",
"유사강간","재중","범죄자[명]","명","","","","","","","-","-","-","-",
"유사강간","중퇴","범죄자[명]","명","","","4","5","8","7","6","10","5","10",
"유사강간","졸업","범죄자[명]","명","","","3","21","11","28","21","19","17","22",
"유사강간","재중","범죄자[명]","명","","","8","17","20","27","33","20","23","18",
"유사강간","중퇴","범죄자[명]","명","","","3","15","11","8","16","14","13","6",
"유사강간","졸업","범죄자[명]","명","","","14","17","31","19","40","40","39","44",
"유사강간","재중","범죄자[명]","명","","","7","39","41","37","55","61","60","38",
"유사강간","중퇴","범죄자[명]","명","","","6","16","28","14","31","38","28","28",
"유사강간","졸업","범죄자[명]","명","","","39","89","128","162","166","200","198","242",
"유사강간","재중","범죄자[명]","명","","","2","7","6","8","5","8","13","4",
"유사강간","중퇴","범죄자[명]","명","","","1","","4","3","5","4","10","8",
"유사강간","졸업","범죄자[명]","명","","","7","22","22","21","27","36","50","29",
"유사강간","재중","범죄자[명]","명","","","9","24","28","36","52","55","64","62",
"유사강간","중퇴","범죄자[명]","명","","","1","10","5","11","20","26","36","34",
"유사강간","졸업","범죄자[명]","명","","","14","29","55","65","56","95","86","104",
"유사강간","재중","범죄자[명]","명","","","","2","6","7","1","11","7","9",
"유사강간","중퇴","범죄자[명]","명","","","","1","","","3","1","1","1",
"유사강간","졸업","범죄자[명]","명","","","5","6","4","10","7","13","6","9",
"유사강간","기타","범죄자[명]","명","","","","4","7","10","9","3","8","9",
"유사강간","미상","범죄자[명]","명","","","13","64","116","122","136","188","229","254",
"강제추행","계","범죄자[명]","명","","","12496","13400","14488","16016","18272","17631","17892","16382",
"강제추행","불취학","범죄자[명]","명","","","108","88","132","125","113","114","115","95",
"강제추행","재중","범죄자[명]","명","","","2","","1","2","4","2","-","3",
"강제추행","중퇴","범죄자[명]","명","","","147","186","202","216","214","221","205","174",
"강제추행","졸업","범죄자[명]","명","","","585","673","689","676","778","667","629","594",
"강제추행","재중","범죄자[명]","명","","","200","202","218","228","225","234","210","197",
"강제추행","중퇴","범죄자[명]","명","","","228","208","233","251","299","279","231","211",
"강제추행","졸업","범죄자[명]","명","","","710","794","777","795","899","866","848","757",
"강제추행","재중","범죄자[명]","명","","","410","418","368","484","471","433","432","343",
"강제추행","중퇴","범죄자[명]","명","","","370","338","382","402","399","413","452","344",
"강제추행","졸업","범죄자[명]","명","","","3350","3802","3902","4293","4778","4412","4523","4235",
"강제추행","재중","범죄자[명]","명","","","78","79","87","72","81","89","90","84",
"강제추행","중퇴","범죄자[명]","명","","","76","82","87","109","113","100","106","100",
"강제추행","졸업","범죄자[명]","명","","","570","638","749","828","975","947","974","898",
"강제추행","재중","범죄자[명]","명","","","491","613","669","714","796","823","742","593",
"강제추행","중퇴","범죄자[명]","명","","","304","292","358","373","481","472","521","480",
"강제추행","졸업","범죄자[명]","명","","","1782","2106","2384","2683","3078","2824","2935","2614",
"강제추행","재중","범죄자[명]","명","","","105","104","117","139","130","112","94","102",
"강제추행","중퇴","범죄자[명]","명","","","29","38","40","35","48","34","30","27",
"강제추행","졸업","범죄자[명]","명","","","272","372","483","512","576","509","531","432",
"강제추행","기타","범죄자[명]","명","","","216","215","231","301","277","200","170","160",
"강제추행","미상","범죄자[명]","명","","","2463","2152","2379","2778","3537","3880","4054","3939",
"기타 강간·강제추행등","계","범죄자[명]","명","","","1887","1193","686","521","371","458","495","349",
"기타 강간·강제추행등","불취학","범죄자[명]","명","","","10","8","6","5","3","-","1","1",
"기타 강간·강제추행등","재중","범죄자[명]","명","","","","","","1","-","-","-","1",
"기타 강간·강제추행등","중퇴","범죄자[명]","명","","","32","18","8","12","3","8","5","6",
"기타 강간·강제추행등","졸업","범죄자[명]","명","","","85","53","38","21","15","18","14","14",
"기타 강간·강제추행등","재중","범죄자[명]","명","","","69","26","18","18","8","18","18","13",
"기타 강간·강제추행등","중퇴","범죄자[명]","명","","","67","46","21","21","7","12","12","2",
"기타 강간·강제추행등","졸업","범죄자[명]","명","","","112","85","38","34","28","30","38","20",
"기타 강간·강제추행등","재중","범죄자[명]","명","","","241","115","63","64","53","30","46","27",
"기타 강간·강제추행등","중퇴","범죄자[명]","명","","","153","84","59","37","24","31","30","18",
"기타 강간·강제추행등","졸업","범죄자[명]","명","","","517","290","164","145","108","116","146","93",
"기타 강간·강제추행등","재중","범죄자[명]","명","","","20","10","7","2","-","8","3","-",
"기타 강간·강제추행등","중퇴","범죄자[명]","명","","","18","17","10","4","4","3","2","6",
"기타 강간·강제추행등","졸업","범죄자[명]","명","","","67","44","29","15","14","14","21","15",
"기타 강간·강제추행등","재중","범죄자[명]","명","","","70","50","26","10","9","17","22","12",
"기타 강간·강제추행등","중퇴","범죄자[명]","명","","","39","32","16","10","12","9","10","9",
"기타 강간·강제추행등","졸업","범죄자[명]","명","","","120","92","37","33","33","45","33","31",
"기타 강간·강제추행등","재중","범죄자[명]","명","","","9","7","3","3","1","-","-","1",
"기타 강간·강제추행등","중퇴","범죄자[명]","명","","","2","2","2","1","-","1","2","-",
"기타 강간·강제추행등","졸업","범죄자[명]","명","","","19","15","6","8","6","4","5","1",
"기타 강간·강제추행등","기타","범죄자[명]","명","","","19","19","13","4","2","3","11","8",
"기타 강간·강제추행등","미상","범죄자[명]","명","","","218","180","122","73","41","91","76","71",
"방화","계","범죄자[명]","명","1519","1399","1386","1466","1517","1396","1286","1387","1317","1196",
"방화","불취학","범죄자[명]","명","24","17","24","31","33","29","18","19","17","22",
"방화","재중","범죄자[명]","명","3","4","1","","","","-","-","-","-",
"방화","중퇴","범죄자[명]","명","39","40","47","42","49","39","36","41","35","29",
"방화","졸업","범죄자[명]","명","110","113","138","116","130","103","118","120","81","85",
"방화","재중","범죄자[명]","명","57","90","53","64","48","41","39","41","43","35",
"방화","중퇴","범죄자[명]","명","78","45","44","52","56","48","30","47","46","27",
"방화","졸업","범죄자[명]","명","141","107","148","142","143","142","112","159","117","120",
"방화","재중","범죄자[명]","명","64","73","53","67","30","73","57","48","33","38",
"방화","중퇴","범죄자[명]","명","90","74","66","88","78","77","75","48","51","37",
"방화","졸업","범죄자[명]","명","474","484","436","473","514","429","395","445","432","395",
"방화","재중","범죄자[명]","명","4","5","2","6","5","3","-","8","4","2",
"방화","중퇴","범죄자[명]","명","4","8","7","6","13","12","13","6","8","12",
"방화","졸업","범죄자[명]","명","34","33","42","36","42","34","46","51","56","30",
"방화","재중","범죄자[명]","명","19","23","26","28","21","21","18","19","14","12",
"방화","중퇴","범죄자[명]","명","17","21","26","27","26","29","17","17","37","25",
"방화","졸업","범죄자[명]","명","67","57","77","94","83","87","79","101","77","102",
"방화","대학원","범죄자[명]","명","11","","","","","","","","","",
"방화","재중","범죄자[명]","명","","","4","","2","1","3","1","3","-",
"방화","중퇴","범죄자[명]","명","","2","1","","1","2","4","2","3","-",
"방화","졸업","범죄자[명]","명","","4","11","8","13","9","8","13","13","13",
"방화","기타","범죄자[명]","명","66","42","24","23","26","18","23","18","11","8",
"방화","미상","범죄자[명]","명","217","157","156","163","204","199","195","183","236","204",
"절도범죄","계","범죄자[명]","명","111390","104434","102658","95645","103166","106415","105695","97334","101295","98425",
"절도범죄","불취학","범죄자[명]","명","1270","1173","1295","1381","1624","2079","2182","2200","2526","2483",
"절도범죄","재중","범죄자[명]","명","66","43","15","56","52","46","58","38","29","46",
"절도범죄","중퇴","범죄자[명]","명","1539","1419","1476","1570","1907","2216","2433","2485","2778","2697",
"절도범죄","졸업","범죄자[명]","명","5002","4568","4943","5050","5775","6541","7052","6840","7588","7428",
"절도범죄","재중","범죄자[명]","명","9487","10957","9338","7624","7473","6196","6155","5758","6132","6491",
"절도범죄","중퇴","범죄자[명]","명","5456","5434","5317","3923","3769","3286","2894","2650","2676","2197",
"절도범죄","졸업","범죄자[명]","명","7256","6636","7440","7085","7580","7969","7829","7583","8041","7674",
"절도범죄","재중","범죄자[명]","명","12288","14330","11810","9759","10277","9695","8392","6124","6054","6495",
"절도범죄","중퇴","범죄자[명]","명","8515","8313","7898","6300","6476","6010","5434","5202","5099","4368",
"절도범죄","졸업","범죄자[명]","명","27719","24202","24913","24609","27249","28854","29256","27260","27559","26710",
"절도범죄","재중","범죄자[명]","명","972","835","705","650","640","622","490","451","405","321",
"절도범죄","중퇴","범죄자[명]","명","551","524","556","545","594","572","564","586","612","503",
"절도범죄","졸업","범죄자[명]","명","2737","2697","2943","2917","3350","3520","3637","3509","3607","3342",
"절도범죄","재중","범죄자[명]","명","3467","3815","3308","3240","3471","3211","2856","2181","1980","1585",
"절도범죄","중퇴","범죄자[명]","명","1316","1365","1686","1670","1889","2199","2241","2043","2172","2006",
"절도범죄","졸업","범죄자[명]","명","5060","5032","5729","6236","6981","8218","8475","7682","7917","7874",
"절도범죄","대학원","범죄자[명]","명","1160","","","","","","","","","",
"절도범죄","재중","범죄자[명]","명","","333","360","357","398","445","358","198","211","194",
"절도범죄","중퇴","범죄자[명]","명","","115","139","136","167","182","159","105","94","108",
"절도범죄","졸업","범죄자[명]","명","","569","663","740","827","932","933","705","866","819",
"절도범죄","기타","범죄자[명]","명","4087","2348","1360","1325","1272","1396","1226","961","1087","1184",
"절도범죄","미상","범죄자[명]","명","13442","9726","10764","10472","11395","12226","13071","12773","13862","13900",
"폭력범죄","계","범죄자[명]","명","392042","400282","369913","358275","372723","380965","363511","348969","346561","313990",
"폭력범죄","불취학","범죄자[명]","명","2447","2763","2628","2553","2710","2601","2154","2178","2047","1823",
"폭력범죄","재중","범죄자[명]","명","54","57","9","20","29","40","25","36","27","23",
"폭력범죄","중퇴","범죄자[명]","명","2988","3335","3215","3030","3293","3243","2921","2759","3040","2539",
"폭력범죄","졸업","범죄자[명]","명","14790","15132","14630","13676","14114","13596","11926","11444","11156","10259",
"폭력범죄","재중","범죄자[명]","명","5944","8669","4261","3783","3058","3329","3569","3783","3594","3037",
"폭력범죄","중퇴","범죄자[명]","명","7253","8059","7220","6367","6422","6237","5517","5045","5115","4258",
"폭력범죄","졸업","범죄자[명]","명","22778","23342","23211","21415","21939","21720","20068","19510","19594","17626",
"폭력범죄","재중","범죄자[명]","명","9356","14654","8446","7156","7412","7670","8526","6773","6142","5437",
"폭력범죄","중퇴","범죄자[명]","명","13597","14053","12335","11427","12089","11979","11237","10832","10772","9306",
"폭력범죄","졸업","범죄자[명]","명","119619","118712","108489","102418","102507","102483","97831","90939","91827","84926",
"폭력범죄","재중","범죄자[명]","명","2163","2235","1690","1566","1427","1350","1188","1269","1212","970",
"폭력범죄","중퇴","범죄자[명]","명","1632","1661","1671","1611","1698","1655","1412","1583","1631","1410",
"폭력범죄","졸업","범죄자[명]","명","11286","12164","12227","11694","12358","12267","11914","12178","12186","10919",
"폭력범죄","재중","범죄자[명]","명","8229","10202","8241","7686","7245","6830","6278","5577","5129","4594",
"폭력범죄","중퇴","범죄자[명]","명","5441","5912","6143","6236","6662","7169","6990","6720","6793","6363",
"폭력범죄","졸업","범죄자[명]","명","25487","27533","27299","26454","28219","29813","28120","27901","28172","26334",
"폭력범죄","대학원","범죄자[명]","명","4667","","","","","","","","","",
"폭력범죄","재중","범죄자[명]","명","","1044","926","897","925","907","853","565","538","534",
"폭력범죄","중퇴","범죄자[명]","명","","459","428","446","522","550","558","328","398","370",
"폭력범죄","졸업","범죄자[명]","명","","3518","3502","3514","3774","4033","3879","3183","3521","3317",
"폭력범죄","기타","범죄자[명]","명","14017","9710","5411","4920","4102","3876","3325","2930","3382","3428",
"폭력범죄","미상","범죄자[명]","명","120294","117068","117931","121406","132218","139617","135220","133436","130285","116517",
"상해","계","범죄자[명]","명","89138","84850","75206","66885","62059","65695","58851","52867","48854","43552",
"상해","불취학","범죄자[명]","명","834","968","795","723","763","766","549","553","462","402",
"상해","재중","범죄자[명]","명","10","6","2","4","3","8","6","5","5","5",
"상해","중퇴","범죄자[명]","명","1009","1071","955","846","867","901","775","631","685","539",
"상해","졸업","범죄자[명]","명","4992","4969","4565","3975","3737","3832","3229","2777","2432","2179",
"상해","재중","범죄자[명]","명","602","593","394","368","353","487","498","551","529","318",
"상해","중퇴","범죄자[명]","명","1825","1899","1785","1555","1441","1600","1372","1147","1084","829",
"상해","졸업","범죄자[명]","명","7163","6967","6498","5775","5243","5790","4969","4485","4161","3562",
"상해","재중","범죄자[명]","명","1350","1630","1170","1046","1221","1433","1555","1235","1018","823",
"상해","중퇴","범죄자[명]","명","3484","3324","2892","2701","2501","3005","2569","2316","2120","1783",
"상해","졸업","범죄자[명]","명","35345","33139","28987","25274","23262","24563","22540","19699","18238","16381",
"상해","재중","범죄자[명]","명","552","504","419","409","306","340","257","289","282","193",
"상해","중퇴","범죄자[명]","명","458","469","464","426","416","437","377","379","342","316",
"상해","졸업","범죄자[명]","명","3602","3657","3458","3186","3027","3151","2918","2637","2522","2170",
"상해","재중","범죄자[명]","명","2091","2322","2019","1836","1718","1574","1452","1199","1012","824",
"상해","중퇴","범죄자[명]","명","1581","1744","1680","1621","1609","1715","1562","1483","1353","1300",
"상해","졸업","범죄자[명]","명","7505","7814","7379","6669","6269","6631","6046","5538","5171","4671",
"상해","대학원","범죄자[명]","명","1428","","","","","","","","","",
"상해","재중","범죄자[명]","명","","280","244","231","234","203","173","108","85","95",
"상해","중퇴","범죄자[명]","명","","141","117","96","110","115","123","56","73","67",
"상해","졸업","범죄자[명]","명","","1079","988","966","870","890","777","583","590","534",
"상해","기타","범죄자[명]","명","3989","2576","1294","1198","837","841","696","550","597","564",
"상해","미상","범죄자[명]","명","11318","9698","9101","7980","7272","7413","6408","6646","6093","5997",
"폭행","계","범죄자[명]","명","161782","167975","166337","171166","192308","216857","210745","204801","202710","178448",
"폭행","불취학","범죄자[명]","명","788","909","990","965","1044","1131","1061","1024","983","857",
"폭행","재중","범죄자[명]","명","12","10","2","4","7","12","5","18","9","7",
"폭행","중퇴","범죄자[명]","명","991","1124","1127","1136","1268","1486","1345","1392","1517","1218",
"폭행","졸업","범죄자[명]","명","4946","5109","5113","5061","5542","6221","5631","5577","5466","5089",
"폭행","재중","범죄자[명]","명","371","1049","562","549","553","729","871","880","898","748",
"폭행","중퇴","범죄자[명]","명","1872","2165","2207","2046","2255","2672","2382","2347","2374","1999",
"폭행","졸업","범죄자[명]","명","7124","7469","7808","7520","8531","9586","9346","9400","9583","8389",
"폭행","재중","범죄자[명]","명","1107","2821","1665","1504","1902","2366","2632","2052","1886","1729",
"폭행","중퇴","범죄자[명]","명","3452","3514","3499","3470","4096","4675","4622","4535","4576","4063",
"폭행","졸업","범죄자[명]","명","36827","37596","36781","36500","40359","46435","45171","43367","44524","40382",
